Mã PKKH,Mã khách hàng,Total Days
A1,CUZ00996,0.0
A1,CUZ00997,0.0
A1,CUZ00998,0.0
B1,CUZ00999,0.0
A2,CUZ01000,0.0
A2,CUZ01001,0.0
A2,CUZ01002,0.0
C3,CUZ01003,0.0
A2,CUZ01004,0.0
C2,CUZ01005,0.0
B2,CUZ01006,0.0
A1,CUZ01007,0.0
B3,CUZ01008,0.0
B1,CUZ01009,69.5
A1,CUZ01010,31.5
B2,CUZ01011,0.0
A2,CUZ01012,0.0
C2,CUZ01013,0.0
B3,CUZ01014,0.0
B1,CUZ01015,0.0
C2,CUZ01016,0.0
B1,CUZ01017,0.0
A1,CUZ01018,0.0
B2,CUZ01019,0.0
B2,CUZ01020,0.0
C1,CUZ01021,0.0
A2,CUZ01022,0.0
C1,CUZ01023,0.0
A3,CUZ01024,0.0
A1,CUZ01025,65.7
A3,CUZ01026,0.0
B2,CUZ01027,0.0
B1,CUZ01028,0.0
B2,CUZ01029,0.0
A1,CUZ01030,29.0
A3,CUZ01031,0.0
A3,CUZ01032,126.0
A1,CUZ01033,47.0
C1,CUZ01034,0.0
B2,CUZ01035,0.0
A1,CUZ01036,0.0
A1,CUZ01037,0.0
A1,CUZ01038,0.0
A2,CUZ01039,0.0
A1,CUZ01040,0.0
A1,CUZ01041,0.0
B1,CUZ01042,0.0
A1,CUZ01043,47.5
A1,CUZ01044,107.5
A1,CUZ01045,0.0
C2,CUZ01046,0.0
C2,CUZ01047,0.0
B2,CUZ01048,0.0
A3,CUZ01049,0.0
C1,CUZ01050,0.0
B3,CUZ01051,0.0
B1,CUZ01052,0.0
B1,CUZ01053,0.0
A1,CUZ01054,0.0
A1,CUZ01055,0.0
A1,CUZ01056,0.0
C2,CUZ01057,0.0
A2,CUZ01058,0.0
B2,CUZ01059,0.0
A1,CUZ01060,0.0
C1,CUZ01061,0.0
C1,CUZ01062,0.0
B1,CUZ01063,0.0
A3,CUZ01064,0.0
B2,CUZ01065,0.0
A1,CUZ01066,156.0
B2,CUZ01067,0.0
B2,CUZ01068,0.0
A1,CUZ01069,0.0
C1,CUZ01070,0.0
B1,CUZ01071,0.0
B3,CUZ01072,0.0
C2,CUZ01073,0.0
C2,CUZ01074,0.0
A1,CUZ01075,95.5
A3,CUZ01076,0.0
A3,CUZ01077,88.0
A2,CUZ01078,0.0
B2,CUZ01079,0.0
A2,CUZ01080,0.0
A1,CUZ01081,36.2
A2,CUZ01082,0.0
B2,CUZ01083,0.0
B1,CUZ01084,129.0
B2,CUZ01085,0.0
A2,CUZ01086,0.0
B1,CUZ01087,0.0
B3,CUZ01088,0.0
A1,CUZ01089,0.0
A2,CUZ01090,0.0
B3,CUZ01091,0.0
A1,CUZ01092,30.9
A1,CUZ01093,0.0
C1,CUZ01094,0.0
C1,CUZ01095,0.0
A1,CUZ01096,0.0
A1,CUZ01097,0.0
A1,CUZ01098,3.0
C1,CUZ01099,224.0
C2,CUZ01100,0.0
A3,CUZ01101,0.0
A3,CUZ01102,0.0
B1,CUZ01103,90.5
A1,CUZ01104,33.7
B3,CUZ01105,0.0
A3,CUZ01106,0.0
B2,CUZ01107,0.0
A1,CUZ01108,0.0
A3,CUZ01109,71.7
A1,CUZ01110,39.7
B3,CUZ01111,0.0
C1,CUZ01112,0.0
A3,CUZ01113,0.0
A1,CUZ01114,66.0
B1,CUZ01115,0.0
B1,CUZ01116,0.0
A1,CUZ01117,0.0
A2,CUZ01118,0.0
C1,CUZ01119,0.0
A1,CUZ01120,45.4
B1,CUZ01121,0.0
C1,CUZ01122,0.0
A3,CUZ01123,0.0
B2,CUZ01124,0.0
C1,CUZ01125,0.0
A3,CUZ01126,0.0
A2,CUZ01127,0.0
B2,CUZ01128,0.0
C1,CUZ01129,0.0
C2,CUZ01130,0.0
A1,CUZ01131,0.0
B1,CUZ01132,0.0
A3,CUZ01133,0.0
C1,CUZ01134,45.5
B2,CUZ01135,0.0
A1,CUZ01136,0.0
C1,CUZ01137,0.0
B2,CUZ01138,0.0
A1,CUZ01139,0.0
A2,CUZ01140,0.0
A1,CUZ01141,0.0
B2,CUZ01142,179.0
B3,CUZ01143,0.0
C2,CUZ01144,0.0
B2,CUZ01145,0.0
A1,CUZ01146,44.0
B3,CUZ01147,0.0
A3,CUZ01148,0.0
A1,CUZ01149,42.0
A2,CUZ01150,0.0
A2,CUZ01151,0.0
A2,CUZ01152,0.0
B3,CUZ01153,0.0
A1,CUZ01154,70.0
A1,CUZ01155,0.0
C1,CUZ01156,0.0
B1,CUZ01157,72.0
A2,CUZ01158,0.0
C1,CUZ01159,0.0
B2,CUZ01160,0.0
B2,CUZ01161,0.0
A2,CUZ01162,0.0
A3,CUZ01163,0.0
A2,CUZ01164,0.0
B3,CUZ01165,0.0
B3,CUZ01166,0.0
A1,CUZ01167,0.0
B2,CUZ01168,0.0
B1,CUZ01169,0.0
A3,CUZ01170,0.0
B1,CUZ01171,0.0
B1,CUZ01172,0.0
B1,CUZ01173,59.7
A1,CUZ01174,47.0
A1,CUZ01175,0.0
B1,CUZ01176,0.0
A3,CUZ01177,0.0
A3,CUZ01178,0.0
A2,CUZ01179,0.0
C1,CUZ01180,0.0
A1,CUZ01181,55.0
A1,CUZ01182,43.8
A3,CUZ01183,0.0
A1,CUZ01184,50.0
A2,CUZ01185,0.0
A1,CUZ01186,59.0
A2,CUZ01187,0.0
A3,CUZ01188,0.0
A2,CUZ01189,64.0
C1,CUZ01190,0.0
A2,CUZ01191,24.0
A1,CUZ01192,42.4
A1,CUZ01193,99.0
A1,CUZ01194,0.0
A1,CUZ01195,0.0
A2,CUZ01196,0.0
A1,CUZ01197,43.0
A1,CUZ01198,36.4
C1,CUZ01199,0.0
B1,CUZ01200,0.0
B2,CUZ01201,0.0
B3,CUZ01202,67.0
A3,CUZ01203,0.0
A3,CUZ01204,0.0
A3,CUZ01205,56.0
B3,CUZ01206,0.0
C2,CUZ01207,0.0
A1,CUZ01208,0.0
A1,CUZ01209,38.7
B1,CUZ01210,0.0
A1,CUZ01211,0.0
A3,CUZ01212,0.0
B1,CUZ01213,0.0
B1,CUZ01214,0.0
C2,CUZ01215,0.0
A1,CUZ01216,0.0
A1,CUZ01217,0.0
A1,CUZ01218,0.0
A2,CUZ01219,0.0
B2,CUZ01220,0.0
A3,CUZ01221,0.0
C1,CUZ01222,0.0
A2,CUZ01223,0.0
A3,CUZ01224,36.0
A2,CUZ01225,0.0
B2,CUZ01226,140.0
B1,CUZ01227,0.0
A2,CUZ01228,0.0
A3,CUZ01229,0.0
B3,CUZ01230,0.0
A1,CUZ01231,90.5
A1,CUZ01232,25.0
A2,CUZ01233,0.0
B1,CUZ01234,0.0
B1,CUZ01235,0.0
B3,CUZ01236,0.0
B2,CUZ01237,0.0
B2,CUZ01238,0.0
A1,CUZ01239,36.0
B2,CUZ01240,0.0
B2,CUZ01241,0.0
A3,CUZ01242,0.0
B1,CUZ01243,0.0
A3,CUZ01244,0.0
A1,CUZ01245,78.0
A2,CUZ01246,50.3
C1,CUZ01247,0.0
C1,CUZ01248,0.0
B3,CUZ01249,0.0
A1,CUZ01250,36.0
A1,CUZ01251,0.0
C1,CUZ01252,0.0
A1,CUZ01253,99.0
B1,CUZ01254,0.0
A2,CUZ01255,0.0
B2,CUZ01256,0.0
B3,CUZ01257,0.0
A2,CUZ01258,0.0
B2,CUZ01259,0.0
B3,CUZ01260,0.0
B2,CUZ01261,0.0
B2,CUZ01262,0.0
A3,CUZ01263,0.0
A1,CUZ01264,130.0
C1,CUZ01265,95.0
C1,CUZ01266,0.0
B2,CUZ01267,0.0
B1,CUZ01268,0.0
A1,CUZ01269,0.0
B3,CUZ01270,0.0
C1,CUZ01271,0.0
A1,CUZ01272,0.0
A2,CUZ01273,0.0
B1,CUZ01274,0.0
A2,CUZ01275,0.0
A2,CUZ01276,0.0
B2,CUZ01277,0.0
A3,CUZ01278,0.0
A3,CUZ01279,45.5
A2,CUZ01280,0.0
A2,CUZ01281,91.0
B3,CUZ01282,0.0
A3,CUZ01283,0.0
C1,CUZ01284,0.0
A1,CUZ01285,27.0
A3,CUZ01286,0.0
A3,CUZ01287,61.0
A2,CUZ01288,0.0
B1,CUZ01289,0.0
A1,CUZ01290,53.0
A1,CUZ01291,0.0
B2,CUZ01292,59.0
B2,CUZ01293,0.0
B2,CUZ01294,0.0
A3,CUZ01295,0.0
C1,CUZ01296,0.0
A2,CUZ01297,144.0
A1,CUZ01298,178.0
A2,CUZ01299,0.0
A2,CUZ01300,217.0
A2,CUZ01301,68.0
A2,CUZ01302,0.0
B1,CUZ01303,0.0
A1,CUZ01304,0.0
A3,CUZ01305,0.0
A3,CUZ01306,0.0
A2,CUZ01307,0.0
A3,CUZ01308,0.0
A3,CUZ01309,26.0
B3,CUZ01310,0.0
A3,CUZ01311,0.0
A2,CUZ01312,0.0
C3,CUZ01313,0.0
A3,CUZ01314,0.0
A2,CUZ01315,0.0
C1,CUZ01316,0.0
B2,CUZ01317,0.0
C1,CUZ01318,0.0
A1,CUZ01319,0.0
C1,CUZ01320,0.0
C2,CUZ01321,0.0
A2,CUZ01322,106.0
A1,CUZ01323,43.8
B2,CUZ01324,0.0
A1,CUZ01325,0.0
B1,CUZ01326,0.0
A3,CUZ01327,0.0
C2,CUZ01328,0.0
C2,CUZ01329,0.0
B3,CUZ01330,0.0
C1,CUZ01331,0.0
C1,CUZ01332,22.0
A1,CUZ01333,0.0
A2,CUZ01334,0.0
B2,CUZ01335,0.0
A3,CUZ01336,0.0
A2,CUZ01337,11.0
B3,CUZ01338,0.0
A1,CUZ01339,0.0
B1,CUZ01340,0.0
B3,CUZ01341,0.0
A1,CUZ01342,0.0
B3,CUZ01343,0.0
A1,CUZ01344,88.5
A1,CUZ01345,0.0
A3,CUZ01346,0.0
C2,CUZ01347,0.0
A1,CUZ01348,118.0
B2,CUZ01349,0.0
B2,CUZ01350,0.0
C1,CUZ01351,0.0
B3,CUZ01352,0.0
A2,CUZ01353,0.0
A1,CUZ01354,0.0
B2,CUZ01355,0.0
A3,CUZ01356,0.0
A1,CUZ01357,0.0
A3,CUZ01358,0.0
A3,CUZ01359,125.0
A2,CUZ01360,0.0
C2,CUZ01361,0.0
B2,CUZ01362,0.0
A1,CUZ01363,0.0
C1,CUZ01364,0.0
A2,CUZ01365,0.0
A1,CUZ01366,0.0
A3,CUZ01367,0.0
C2,CUZ01368,0.0
B3,CUZ01369,0.0
A3,CUZ01370,0.0
A1,CUZ01371,0.0
A1,CUZ01372,0.0
A1,CUZ01373,40.5
B2,CUZ01374,0.0
B2,CUZ01375,0.0
A1,CUZ01376,0.0
B2,CUZ01377,0.0
A2,CUZ01378,0.0
A3,CUZ01379,0.0
B1,CUZ01380,0.0
A1,CUZ01381,42.2
A2,CUZ01382,0.0
B2,CUZ01383,0.0
C2,CUZ01384,0.0
B1,CUZ01385,203.0
B3,CUZ01386,0.0
C1,CUZ01387,0.0
B1,CUZ01388,0.0
C2,CUZ01389,0.0
A2,CUZ01390,30.0
A3,CUZ01391,0.0
B3,CUZ01392,0.0
B2,CUZ01393,0.0
B2,CUZ01394,0.0
A1,CUZ01395,140.0
B2,CUZ01396,0.0
B1,CUZ01397,0.0
C1,CUZ01398,0.0
A3,CUZ01399,0.0
A3,CUZ01400,0.0
C1,CUZ01401,0.0
A3,CUZ01402,0.0
A1,CUZ01403,0.0
A1,CUZ01404,32.4
A2,CUZ01405,69.0
A3,CUZ01406,32.5
B1,CUZ01407,0.0
A1,CUZ01408,0.0
A3,CUZ01409,0.0
A2,CUZ01410,0.0
A1,CUZ01411,0.0
C1,CUZ01412,0.0
B3,CUZ01413,0.0
C1,CUZ01414,51.0
A1,CUZ01415,70.3
A1,CUZ01416,42.8
A2,CUZ01417,0.0
B1,CUZ01418,0.0
A1,CUZ01419,0.0
B1,CUZ01420,0.0
A1,CUZ01421,0.0
A2,CUZ01422,0.0
A1,CUZ01423,0.0
B1,CUZ01424,0.0
A1,CUZ01425,33.5
A1,CUZ01426,0.0
C1,CUZ01427,0.0
B2,CUZ01428,0.0
A1,CUZ01429,0.0
A1,CUZ01430,69.0
C1,CUZ01431,0.0
B2,CUZ01432,0.0
A1,CUZ01433,36.7
A1,CUZ01434,48.3
A2,CUZ01435,203.0
B3,CUZ01436,0.0
B2,CUZ01437,0.0
B2,CUZ01438,0.0
B1,CUZ01439,0.0
B1,CUZ01440,47.5
A2,CUZ01441,50.3
A3,CUZ01442,0.0
B1,CUZ01443,0.0
B2,CUZ01444,0.0
C2,CUZ01445,0.0
A1,CUZ01446,0.0
B1,CUZ01447,54.0
B3,CUZ01448,0.0
A3,CUZ01449,0.0
A2,CUZ01450,0.0
A1,CUZ01451,0.0
B2,CUZ01452,0.0
C2,CUZ01453,0.0
A2,CUZ01454,0.0
B3,CUZ01455,0.0
B2,CUZ01456,0.0
C3,CUZ01457,0.0
B1,CUZ01458,0.0
A1,CUZ01459,48.8
B3,CUZ01460,0.0
C1,CUZ01461,0.0
A3,CUZ01462,0.0
A1,CUZ01463,62.3
A1,CUZ01464,0.0
A1,CUZ01465,205.0
B2,CUZ01466,0.0
C2,CUZ01467,0.0
A3,CUZ01468,0.0
B3,CUZ01469,0.0
B1,CUZ01470,0.0
C2,CUZ01471,105.0
C2,CUZ01472,47.5
B2,CUZ01473,0.0
C1,CUZ01474,0.0
B3,CUZ01475,0.0
B2,CUZ01476,0.0
A3,CUZ01477,103.0
A1,CUZ01478,0.0
B1,CUZ01479,0.0
A3,CUZ01480,0.0
A2,CUZ01481,0.0
A1,CUZ01482,204.0
B2,CUZ01483,0.0
B3,CUZ01484,0.0
B1,CUZ01485,0.0
C1,CUZ01486,0.0
A3,CUZ01487,0.0
B2,CUZ01488,0.0
B1,CUZ01489,0.0
A1,CUZ01490,0.0
B2,CUZ01491,0.0
A1,CUZ01492,0.0
B1,CUZ01493,0.0
B2,CUZ01494,0.0
A3,CUZ01495,0.0
C2,CUZ01496,26.0
A3,CUZ01497,0.0
B2,CUZ01498,0.0
B1,CUZ01499,0.0
B1,CUZ01500,0.0
C2,CUZ01501,52.0
B3,CUZ01502,0.0
A1,CUZ01503,57.3
A2,CUZ01504,0.0
C2,CUZ01505,194.0
C1,CUZ01506,0.0
C2,CUZ01507,0.0
A1,CUZ01508,0.0
B2,CUZ01509,0.0
B2,CUZ01510,0.0
C1,CUZ01511,0.0
A2,CUZ01512,163.0
B1,CUZ01513,0.0
B3,CUZ01514,0.0
B3,CUZ01515,0.0
B1,CUZ01516,0.0
A2,CUZ01517,73.5
A2,CUZ01518,130.0
B2,CUZ01519,0.0
B3,CUZ01520,0.0
A2,CUZ01521,100.0
B1,CUZ01522,0.0
B3,CUZ01523,0.0
A2,CUZ01524,0.0
C1,CUZ01525,67.0
A2,CUZ01526,0.0
A1,CUZ01527,0.0
B2,CUZ01528,0.0
B2,CUZ01529,0.0
A3,CUZ01530,0.0
A2,CUZ01531,0.0
A1,CUZ01532,94.0
B1,CUZ01533,0.0
A2,CUZ01534,0.0
C2,CUZ01535,35.0
A1,CUZ01536,0.0
A2,CUZ01537,0.0
B1,CUZ01538,0.0
C2,CUZ01539,0.0
C1,CUZ01540,41.0
A2,CUZ01541,0.0
A3,CUZ01542,0.0
B2,CUZ01543,0.0
A3,CUZ01544,0.0
B2,CUZ01545,0.0
B2,CUZ01546,0.0
B2,CUZ01547,0.0
A1,CUZ01548,0.0
C2,CUZ01549,60.0
C1,CUZ01550,0.0
A3,CUZ01551,0.0
C1,CUZ01552,0.0
C2,CUZ01553,0.0
A1,CUZ01554,0.0
A2,CUZ01555,0.0
C2,CUZ01556,0.0
C1,CUZ01557,0.0
A1,CUZ01558,59.3
C1,CUZ01559,0.0
B2,CUZ01560,0.0
C2,CUZ01561,0.0
A3,CUZ01562,0.0
C1,CUZ01563,0.0
C1,CUZ01564,0.0
B3,CUZ01565,0.0
A1,CUZ01566,45.2
C1,CUZ01567,80.0
B2,CUZ01568,0.0
A3,CUZ01569,0.0
B1,CUZ01570,0.0
A3,CUZ01571,0.0
B2,CUZ01572,0.0
B1,CUZ01573,31.0
A1,CUZ01574,65.0
A3,CUZ01575,0.0
B3,CUZ01576,0.0
A3,CUZ01577,0.0
B1,CUZ01578,0.0
B3,CUZ01579,0.0
A2,CUZ01580,19.0
B2,CUZ01581,0.0
A3,CUZ01582,0.0
C1,CUZ01583,0.0
A3,CUZ01584,0.0
C1,CUZ01585,0.0
A2,CUZ01586,0.0
A2,CUZ01587,0.0
B2,CUZ01588,0.0
A3,CUZ01589,0.0
C2,CUZ01590,0.0
A2,CUZ01591,122.0
A1,CUZ01592,0.0
A2,CUZ01593,85.5
B1,CUZ01594,0.0
B2,CUZ01595,0.0
A3,CUZ01596,0.0
C1,CUZ01597,0.0
A3,CUZ01598,0.0
B3,CUZ01599,0.0
A3,CUZ01600,0.0
B3,CUZ01601,0.0
A3,CUZ01602,0.0
B1,CUZ01603,0.0
B1,CUZ01604,0.0
C1,CUZ01605,0.0
C1,CUZ01606,0.0
C2,CUZ01607,0.0
A1,CUZ01608,0.0
B2,CUZ01609,0.0
B2,CUZ01610,0.0
A3,CUZ01611,27.0
C2,CUZ01612,0.0
A2,CUZ01613,0.0
A1,CUZ01614,34.2
A3,CUZ01615,0.0
C2,CUZ01616,0.0
B2,CUZ01617,0.0
A1,CUZ01618,43.2
A3,CUZ01619,0.0
B1,CUZ01620,0.0
A1,CUZ01621,0.0
C1,CUZ01622,23.0
A3,CUZ01623,0.0
A2,CUZ01624,0.0
A3,CUZ01625,0.0
C3,CUZ01626,0.0
C1,CUZ01627,0.0
A2,CUZ01628,36.0
A2,CUZ01629,0.0
A2,CUZ01630,0.0
B2,CUZ01631,0.0
A1,CUZ01632,0.0
C2,CUZ01633,0.0
C2,CUZ01634,0.0
C2,CUZ01635,0.0
B2,CUZ01636,0.0
B1,CUZ01637,0.0
C1,CUZ01638,0.0
C2,CUZ01639,0.0
C1,CUZ01640,0.0
A2,CUZ01641,0.0
B2,CUZ01642,0.0
A3,CUZ01643,51.5
A2,CUZ01644,0.0
C2,CUZ01645,0.0
C2,CUZ01646,0.0
A2,CUZ01647,0.0
A2,CUZ01648,0.0
A2,CUZ01649,0.0
A2,CUZ01650,0.0
B2,CUZ01651,0.0
C1,CUZ01652,0.0
A2,CUZ01653,0.0
B2,CUZ01654,0.0
A1,CUZ01655,74.0
B3,CUZ01656,0.0
A3,CUZ01657,0.0
A1,CUZ01658,0.0
B3,CUZ01659,0.0
C1,CUZ01660,14.0
A2,CUZ01661,0.0
B2,CUZ01662,0.0
B1,CUZ01663,0.0
B2,CUZ01664,0.0
A2,CUZ01665,0.0
A3,CUZ01666,0.0
A2,CUZ01667,0.0
B2,CUZ01668,0.0
A2,CUZ01669,54.3
A2,CUZ01670,0.0
B1,CUZ01671,0.0
C2,CUZ01672,0.0
C1,CUZ01673,0.0
B1,CUZ01674,0.0
B1,CUZ01675,0.0
B2,CUZ01676,0.0
A2,CUZ01677,0.0
A3,CUZ01678,0.0
A2,CUZ01679,0.0
B2,CUZ01680,0.0
A1,CUZ01681,0.0
B2,CUZ01682,0.0
A2,CUZ01683,20.0
B1,CUZ01684,0.0
A1,CUZ01685,48.5
A1,CUZ01686,0.0
A1,CUZ01687,0.0
B1,CUZ01688,0.0
B3,CUZ01689,0.0
C3,CUZ01690,0.0
B3,CUZ01691,0.0
A3,CUZ01692,0.0
A3,CUZ01693,52.0
B1,CUZ01694,0.0
B1,CUZ01695,71.5
A2,CUZ01696,0.0
B2,CUZ01697,0.0
A2,CUZ01698,0.0
B1,CUZ01699,0.0
A3,CUZ01700,0.0
A1,CUZ01701,48.7
C2,CUZ01702,0.0
B3,CUZ01703,0.0
B1,CUZ01704,41.0
B3,CUZ01705,0.0
B1,CUZ01706,0.0
A3,CUZ01707,16.0
A1,CUZ01708,33.2
B2,CUZ01709,0.0
C2,CUZ01710,38.0
A1,CUZ01711,0.0
A2,CUZ01712,0.0
A2,CUZ01713,0.0
C2,CUZ01714,0.0
A3,CUZ01715,0.0
A2,CUZ01716,0.0
A3,CUZ01717,0.0
C2,CUZ01718,54.0
A3,CUZ01719,0.0
A2,CUZ01720,43.0
A2,CUZ01721,0.0
C1,CUZ01722,0.0
A2,CUZ01723,34.7
A2,CUZ01724,0.0
A2,CUZ01725,3.0
B2,CUZ01726,0.0
A1,CUZ01727,0.0
A1,CUZ01728,64.0
B2,CUZ01729,0.0
B1,CUZ01730,0.0
A2,CUZ01731,0.0
C1,CUZ01732,0.0
B1,CUZ01733,0.0
C2,CUZ01734,0.0
A1,CUZ01735,0.0
B1,CUZ01736,0.0
A1,CUZ01737,0.0
A1,CUZ01738,0.0
C2,CUZ01739,0.0
A1,CUZ01740,55.0
B1,CUZ01741,98.0
A1,CUZ01742,0.0
B2,CUZ01743,0.0
A1,CUZ01744,81.0
B3,CUZ01745,0.0
A1,CUZ01746,40.5
A1,CUZ01747,31.0
B1,CUZ01748,0.0
A3,CUZ01749,47.5
C1,CUZ01750,0.0
C2,CUZ01751,0.0
C1,CUZ01752,60.0
C2,CUZ01753,0.0
A1,CUZ01754,31.8
A3,CUZ01755,0.0
B3,CUZ01756,0.0
B1,CUZ01757,0.0
C2,CUZ01758,0.0
A1,CUZ01759,0.0
B2,CUZ01760,0.0
A2,CUZ01761,0.0
B1,CUZ01762,49.0
A3,CUZ01763,0.0
B1,CUZ01764,0.0
A2,CUZ01765,0.0
C2,CUZ01766,0.0
A1,CUZ01767,0.0
B2,CUZ01768,0.0
A3,CUZ01769,50.0
A2,CUZ01770,0.0
A2,CUZ01771,0.0
C1,CUZ01772,0.0
B2,CUZ01773,0.0
A1,CUZ01774,0.0
C1,CUZ01775,0.0
B2,CUZ01776,0.0
A3,CUZ01777,0.0
C1,CUZ01778,0.0
A1,CUZ01779,0.0
B3,CUZ01780,0.0
A3,CUZ01781,0.0
B3,CUZ01782,0.0
B3,CUZ01783,94.0
B2,CUZ01784,0.0
C2,CUZ01785,0.0
B1,CUZ01786,0.0
B1,CUZ01787,0.0
C2,CUZ01788,0.0
B1,CUZ01789,0.0
B1,CUZ01790,0.0
A3,CUZ01791,0.0
A1,CUZ01792,30.3
B1,CUZ01793,0.0
B2,CUZ01794,0.0
A1,CUZ01795,49.0
B2,CUZ01796,48.0
A3,CUZ01797,60.5
B2,CUZ01798,0.0
A1,CUZ01799,0.0
C2,CUZ01800,0.0
B2,CUZ01801,0.0
B2,CUZ01802,0.0
B1,CUZ01803,0.0
C2,CUZ01804,0.0
A2,CUZ01805,0.0
B2,CUZ01806,0.0
B1,CUZ01807,0.0
B3,CUZ01808,0.0
C2,CUZ01809,0.0
A2,CUZ01810,0.0
B3,CUZ01811,0.0
A1,CUZ01812,29.3
A3,CUZ01813,122.0
A2,CUZ01814,0.0
C1,CUZ01815,0.0
B2,CUZ01816,0.0
A2,CUZ01817,0.0
C2,CUZ01818,76.0
A1,CUZ01819,0.0
B2,CUZ01820,0.0
A1,CUZ01821,0.0
C2,CUZ01822,0.0
B1,CUZ01823,0.0
A1,CUZ01824,0.0
B3,CUZ01825,0.0
C1,CUZ01826,0.0
B1,CUZ01827,0.0
B1,CUZ01828,0.0
C2,CUZ01829,82.0
B2,CUZ01830,0.0
B2,CUZ01831,0.0
B1,CUZ01832,0.0
A2,CUZ01833,66.5
C1,CUZ01834,0.0
A2,CUZ01835,0.0
B1,CUZ01836,0.0
B1,CUZ01837,0.0
A2,CUZ01838,0.0
B2,CUZ01839,0.0
B2,CUZ01840,0.0
C1,CUZ01841,0.0
A3,CUZ01842,0.0
C1,CUZ01843,0.0
A3,CUZ01844,0.0
A3,CUZ01845,0.0
A3,CUZ01846,0.0
A3,CUZ01847,0.0
A2,CUZ01848,74.0
B1,CUZ01849,0.0
B1,CUZ01850,0.0
A3,CUZ01851,48.0
A1,CUZ01852,0.0
C1,CUZ01853,84.0
A1,CUZ01854,0.0
B1,CUZ01855,0.0
B1,CUZ01856,0.0
A1,CUZ01857,29.0
B2,CUZ01858,0.0
B2,CUZ01859,0.0
B2,CUZ01860,0.0
B1,CUZ01861,0.0
B2,CUZ01862,0.0
A3,CUZ01863,0.0
A3,CUZ01864,0.0
A1,CUZ01865,32.0
A1,CUZ01866,34.0
A3,CUZ01867,0.0
C2,CUZ01868,0.0
B2,CUZ01869,0.0
B1,CUZ01870,0.0
A1,CUZ01871,0.0
A3,CUZ01872,56.5
A1,CUZ01873,0.0
C1,CUZ01874,0.0
B1,CUZ01875,165.0
B2,CUZ01876,0.0
A2,CUZ01877,71.0
A3,CUZ01878,138.0
B1,CUZ01879,0.0
B2,CUZ01880,0.0
B2,CUZ01881,0.0
C1,CUZ01882,158.0
B2,CUZ01883,0.0
C1,CUZ01884,0.0
B2,CUZ01885,0.0
A3,CUZ01886,0.0
B2,CUZ01887,165.0
B3,CUZ01888,0.0
B1,CUZ01889,0.0
B1,CUZ01890,0.0
B1,CUZ01891,0.0
A1,CUZ01892,0.0
C1,CUZ01893,0.0
A3,CUZ01894,0.0
B2,CUZ01895,0.0
C1,CUZ01896,0.0
B2,CUZ01897,0.0
B2,CUZ01898,0.0
B1,CUZ01899,0.0
A1,CUZ01900,29.6
B2,CUZ01901,0.0
C2,CUZ01902,132.0
A1,CUZ01903,0.0
A2,CUZ01904,0.0
B2,CUZ01905,0.0
A2,CUZ01906,0.0
A2,CUZ01907,0.0
A3,CUZ01908,0.0
B1,CUZ01909,0.0
A1,CUZ01910,0.0
A1,CUZ01911,118.0
A3,CUZ01912,0.0
B2,CUZ01913,0.0
A3,CUZ01914,0.0
B3,CUZ01915,0.0
B1,CUZ01916,0.0
B2,CUZ01917,0.0
C2,CUZ01918,0.0
B2,CUZ01919,0.0
A2,CUZ01920,0.0
B2,CUZ01921,0.0
A3,CUZ01922,0.0
A3,CUZ01923,0.0
B3,CUZ01924,36.0
B2,CUZ01925,0.0
B3,CUZ01926,0.0
B3,CUZ01927,0.0
A3,CUZ01928,0.0
B2,CUZ01929,0.0
A1,CUZ01930,37.7
B2,CUZ01931,0.0
A2,CUZ01932,0.0
B1,CUZ01933,0.0
B3,CUZ01934,0.0
A3,CUZ01935,0.0
A3,CUZ01936,0.0
B1,CUZ01937,132.0
A1,CUZ01938,0.0
C1,CUZ01939,0.0
A1,CUZ01940,43.3
B2,CUZ01941,0.0
B1,CUZ01942,0.0
A1,CUZ01943,0.0
B3,CUZ01944,0.0
A1,CUZ01945,37.3
C1,CUZ01946,0.0
B2,CUZ01947,0.0
A3,CUZ01948,0.0
A1,CUZ01949,0.0
B1,CUZ01950,110.0
B3,CUZ01951,99.0
B2,CUZ01952,0.0
C1,CUZ01953,0.0
B2,CUZ01954,0.0
A1,CUZ01955,26.7
B2,CUZ01956,0.0
B1,CUZ01957,0.0
B1,CUZ01958,0.0
B2,CUZ01959,0.0
A3,CUZ01960,0.0
B1,CUZ01961,0.0
B1,CUZ01962,26.0
B2,CUZ01963,0.0
B2,CUZ01964,0.0
C2,CUZ01965,0.0
A3,CUZ01966,0.0
A1,CUZ01967,43.7
C1,CUZ01968,0.0
B2,CUZ01969,0.0
A2,CUZ01970,38.8
C1,CUZ01971,0.0
B2,CUZ01972,0.0
B2,CUZ01973,0.0
A1,CUZ01974,40.3
A1,CUZ01975,68.0
A1,CUZ01976,124.0
C1,CUZ01977,0.0
C1,CUZ01978,0.0
A3,CUZ01979,0.0
C1,CUZ01980,0.0
B2,CUZ01981,0.0
B2,CUZ01982,0.0
A3,CUZ01983,127.0
B3,CUZ01984,0.0
B2,CUZ01985,0.0
B3,CUZ01986,0.0
C1,CUZ01987,0.0
A3,CUZ01988,40.0
A1,CUZ01989,0.0
A1,CUZ01990,40.0
B3,CUZ01991,0.0
C1,CUZ01992,61.0
A3,CUZ01993,28.0
