Mã PKKH,Mã khách hàng,Thành tiền
A1,CUZ00005,1795000
A1,CUZ00012,3905000
A1,CUZ00014,1195000
A1,CUZ00022,1260000
A1,CUZ00023,1350000
A1,CUZ00042,9135000
A1,CUZ00045,925000
A1,CUZ00065,9467000
A1,CUZ00072,1670000
A1,CUZ00081,755000
A1,CUZ00091,1070000
A1,CUZ00095,1895000
A1,CUZ00102,2324000
A1,CUZ00105,4813000
A1,CUZ00109,1075000
A1,CUZ00111,1565000
A1,CUZ00112,2380000
A1,CUZ00117,1440000
A1,CUZ00121,5405000
A1,CUZ00126,535000
A1,CUZ00127,1195000
A1,CUZ00129,1520000
A1,CUZ00140,1045000
A1,CUZ00144,1660000
A1,CUZ00145,2980000
A1,CUZ00167,4110000
A1,CUZ00169,815000
A1,CUZ00172,4395000
A1,CUZ00177,870000
A1,CUZ00179,3645000
A1,CUZ00188,995000
A1,CUZ00191,1515000
A1,CUZ00207,4080000
A1,CUZ00213,5784000
A1,CUZ00219,1245000
A1,CUZ00221,4095000
A1,CUZ00226,2180000
A1,CUZ00228,1205000
A1,CUZ00238,1165000
A1,CUZ00239,1040000
A1,CUZ00246,2035000
A1,CUZ00247,3055000
A1,CUZ00253,2999000
A1,CUZ00270,1185000
A1,CUZ00277,6960000
A1,CUZ00294,205000
A1,CUZ00295,495000
A1,CUZ00297,655000
A1,CUZ00309,1175000
A1,CUZ00315,1305000
A1,CUZ00323,705000
A1,CUZ00330,9400000
A1,CUZ00331,7624000
A1,CUZ00334,775000
A1,CUZ00338,470000
A1,CUZ00341,2370000
A1,CUZ00344,1730000
A1,CUZ00352,1065000
A1,CUZ00362,1405000
A1,CUZ00373,2865000
A1,CUZ00374,2525000
A1,CUZ00377,930000
A1,CUZ00382,1465000
A1,CUZ00387,880000
A1,CUZ00389,540000
A1,CUZ00391,415000
A1,CUZ00397,1040000
A1,CUZ00402,3215000
A1,CUZ00411,2390000
A1,CUZ00419,2555000
A1,CUZ00436,930000
A1,CUZ00439,755000
A1,CUZ00440,955000
A1,CUZ00448,755000
A1,CUZ00450,485000
A1,CUZ00452,5935000
A1,CUZ00464,625000
A1,CUZ00503,750000
A1,CUZ00505,7420000
A1,CUZ00518,2125000
A1,CUZ00520,4479000
A1,CUZ00527,740000
A1,CUZ00532,580000
A1,CUZ00533,5295000
A1,CUZ00540,715000
A1,CUZ00546,850000
A1,CUZ00547,2374000
A1,CUZ00548,1550000
A1,CUZ00549,4235000
A1,CUZ00551,550000
A1,CUZ00553,3175000
A1,CUZ00554,8889000
A1,CUZ00555,1815000
A1,CUZ00557,2084000
A1,CUZ00565,5100000
A1,CUZ00568,825000
A1,CUZ00569,945000
A1,CUZ00571,795000
A1,CUZ00572,710000
A1,CUZ00574,870000
A1,CUZ00576,1240000
A1,CUZ00578,1090000
A1,CUZ00584,520000
A1,CUZ00585,2930000
A1,CUZ00586,1955000
A1,CUZ00587,665000
A1,CUZ00588,1305000
A1,CUZ00591,985000
A1,CUZ00592,690000
A1,CUZ00594,1450000
A1,CUZ00599,4000000
A1,CUZ00600,630000
A1,CUZ00604,660000
A1,CUZ00609,4455000
A1,CUZ00611,1915000
A1,CUZ00612,1300000
A1,CUZ00618,3404000
A1,CUZ00619,685000
A1,CUZ00621,630000
A1,CUZ00622,4950000
A1,CUZ00623,6219000
A1,CUZ00627,1070000
A1,CUZ00637,1290000
A1,CUZ00638,4489000
A1,CUZ00643,1275000
A1,CUZ00644,920000
A1,CUZ00652,7200000
A1,CUZ00653,1855000
A1,CUZ00655,6170000
A1,CUZ00659,175000
A1,CUZ00661,475000
A1,CUZ00671,1634000
A1,CUZ00676,1945000
A1,CUZ00677,6919000
A1,CUZ00678,1065000
A1,CUZ00689,380000
A1,CUZ00691,4095000
A1,CUZ00692,1110000
A1,CUZ00695,790000
A1,CUZ00697,770000
A1,CUZ00698,2115000
A1,CUZ00699,1475000
A1,CUZ00700,4225000
A1,CUZ00702,1955000
A1,CUZ00704,2245000
A1,CUZ00706,5920000
A1,CUZ00707,2090000
A1,CUZ00709,2035000
A1,CUZ00711,8605000
A1,CUZ00713,2950000
A1,CUZ00719,4490000
A1,CUZ00720,1065000
A1,CUZ00723,3745000
A1,CUZ00724,995000
A1,CUZ00726,1765000
A1,CUZ00728,5699000
A1,CUZ00730,1145000
A1,CUZ00732,1929000
A1,CUZ00733,1314000
A1,CUZ00734,1450000
A1,CUZ00737,5570000
A1,CUZ00739,4274000
A1,CUZ00740,440000
A1,CUZ00742,6620000
A1,CUZ00743,5605000
A1,CUZ00746,1115000
A1,CUZ00748,5540000
A1,CUZ00752,3575000
A1,CUZ00753,520000
A1,CUZ00755,1925000
A1,CUZ00757,620000
A1,CUZ00763,1184000
A1,CUZ00773,4345000
A1,CUZ00776,1269000
A1,CUZ00784,6245000
A1,CUZ00791,875000
A1,CUZ00792,5805000
A1,CUZ00794,885000
A1,CUZ00799,4589000
A1,CUZ00800,2670000
A1,CUZ00804,7315000
A1,CUZ00807,3830000
A1,CUZ00809,5895000
A1,CUZ00813,4170000
A1,CUZ00817,2080000
A1,CUZ00821,675000
A1,CUZ00829,1035000
A1,CUZ00831,755000
A1,CUZ00832,2835000
A1,CUZ00835,925000
A1,CUZ00836,5535000
A1,CUZ00838,1010000
A1,CUZ00844,3150000
A1,CUZ00848,1295000
A1,CUZ00851,5433000
A1,CUZ00852,980000
A1,CUZ00856,805000
A1,CUZ00858,4634000
A1,CUZ00863,4870000
A1,CUZ00869,5085000
A1,CUZ00873,979000
A1,CUZ00875,1445000
A1,CUZ00881,5865000
A1,CUZ00882,1550000
A1,CUZ00887,570000
A1,CUZ00890,440000
A1,CUZ00895,1985000
A1,CUZ00896,730000
A1,CUZ00904,5950000
A1,CUZ00905,1230000
A1,CUZ00914,3505000
A1,CUZ00915,1470000
A1,CUZ00916,925000
A1,CUZ00920,4445000
A1,CUZ00921,1475000
A1,CUZ00924,965000
A1,CUZ00935,395000
A1,CUZ00936,800000
A1,CUZ00945,1055000
A1,CUZ00948,410000
A1,CUZ00957,1025000
A1,CUZ00959,855000
A1,CUZ00966,140000
A1,CUZ00967,4580000
A1,CUZ00968,1615000
A1,CUZ00972,3150000
A1,CUZ00973,1455000
A1,CUZ00975,6555000
A1,CUZ00976,3059000
A1,CUZ00983,1330000
A1,CUZ00984,620000
A1,CUZ00990,450000
A1,CUZ00992,4955000
A1,CUZ00993,6319000
A1,CUZ00994,3555000
A1,CUZ00996,1520000
A1,CUZ00997,655000
A1,CUZ00998,1169000
A1,CUZ01007,270000
A1,CUZ01010,1615000
A1,CUZ01018,830000
A1,CUZ01025,4040000
A1,CUZ01030,1195000
A1,CUZ01033,3715000
A1,CUZ01036,520000
A1,CUZ01037,1150000
A1,CUZ01038,185000
A1,CUZ01040,915000
A1,CUZ01041,1130000
A1,CUZ01043,6164000
A1,CUZ01044,2075000
A1,CUZ01045,710000
A1,CUZ01054,1000000
A1,CUZ01055,1395000
A1,CUZ01056,1130000
A1,CUZ01060,1325000
A1,CUZ01066,2445000
A1,CUZ01069,950000
A1,CUZ01075,2440000
A1,CUZ01081,6960000
A1,CUZ01089,950000
A1,CUZ01092,8059000
A1,CUZ01093,950000
A1,CUZ01096,1125000
A1,CUZ01097,665000
A1,CUZ01098,1380000
A1,CUZ01104,2669000
A1,CUZ01108,300000
A1,CUZ01110,6495000
A1,CUZ01114,1185000
A1,CUZ01117,1329000
A1,CUZ01120,7119000
A1,CUZ01131,600000
A1,CUZ01136,910000
A1,CUZ01139,790000
A1,CUZ01141,639000
A1,CUZ01146,2305000
A1,CUZ01149,2260000
A1,CUZ01154,4559000
A1,CUZ01155,435000
A1,CUZ01167,220000
A1,CUZ01174,2225000
A1,CUZ01175,735000
A1,CUZ01181,2730000
A1,CUZ01182,5160000
A1,CUZ01184,4280000
A1,CUZ01186,3740000
A1,CUZ01192,6435000
A1,CUZ01193,2455000
A1,CUZ01194,1155000
A1,CUZ01195,740000
A1,CUZ01197,2495000
A1,CUZ01198,5764000
A1,CUZ01208,1265000
A1,CUZ01209,3315000
A1,CUZ01211,90000
A1,CUZ01216,505000
A1,CUZ01217,150000
A1,CUZ01218,1030000
A1,CUZ01231,1680000
A1,CUZ01232,1610000
A1,CUZ01239,3715000
A1,CUZ01245,2829000
A1,CUZ01250,4805000
A1,CUZ01251,670000
A1,CUZ01253,3070000
A1,CUZ01264,1235000
A1,CUZ01269,970000
A1,CUZ01272,1325000
A1,CUZ01285,2389000
A1,CUZ01290,4080000
A1,CUZ01291,590000
A1,CUZ01298,2255000
A1,CUZ01304,50000
A1,CUZ01319,665000
A1,CUZ01323,4100000
A1,CUZ01325,705000
A1,CUZ01333,1275000
A1,CUZ01339,850000
A1,CUZ01342,1020000
A1,CUZ01344,3540000
A1,CUZ01345,1360000
A1,CUZ01348,1895000
A1,CUZ01354,1870000
A1,CUZ01357,720000
A1,CUZ01363,525000
A1,CUZ01366,450000
A1,CUZ01371,1040000
A1,CUZ01372,1040000
A1,CUZ01373,4324000
A1,CUZ01376,715000
A1,CUZ01381,4955000
A1,CUZ01395,1340000
A1,CUZ01403,885000
A1,CUZ01404,5990000
A1,CUZ01408,1614000
A1,CUZ01411,960000
A1,CUZ01415,3115000
A1,CUZ01416,3020000
A1,CUZ01419,1030000
A1,CUZ01421,975000
A1,CUZ01423,850000
A1,CUZ01425,6488000
A1,CUZ01426,705000
A1,CUZ01429,875000
A1,CUZ01430,3775000
A1,CUZ01433,3429000
A1,CUZ01434,2690000
A1,CUZ01446,610000
A1,CUZ01451,1050000
A1,CUZ01459,3555000
A1,CUZ01463,4195000
A1,CUZ01464,440000
A1,CUZ01465,2190000
A1,CUZ01478,575000
A1,CUZ01482,2495000
A1,CUZ01490,685000
A1,CUZ01492,515000
A1,CUZ01503,3195000
A1,CUZ01508,475000
A1,CUZ01527,735000
A1,CUZ01532,3654000
A1,CUZ01536,595000
A1,CUZ01548,920000
A1,CUZ01554,1050000
A1,CUZ01558,2765000
A1,CUZ01566,4994000
A1,CUZ01574,1520000
A1,CUZ01592,1470000
A1,CUZ01608,330000
A1,CUZ01614,6175000
A1,CUZ01618,5405000
A1,CUZ01621,1030000
A1,CUZ01632,725000
A1,CUZ01655,2215000
A1,CUZ01658,925000
A1,CUZ01681,695000
A1,CUZ01685,2720000
A1,CUZ01686,535000
A1,CUZ01687,1359000
A1,CUZ01701,3745000
A1,CUZ01708,4820000
A1,CUZ01711,750000
A1,CUZ01727,635000
A1,CUZ01728,4310000
A1,CUZ01735,850000
A1,CUZ01737,1585000
A1,CUZ01738,985000
A1,CUZ01740,1660000
A1,CUZ01742,630000
A1,CUZ01744,2125000
A1,CUZ01746,3300000
A1,CUZ01747,4094000
A1,CUZ01754,6500000
A1,CUZ01759,835000
A1,CUZ01767,345000
A1,CUZ01774,900000
A1,CUZ01779,350000
A1,CUZ01792,3245000
A1,CUZ01795,1720000
A1,CUZ01799,1070000
A1,CUZ01812,3195000
A1,CUZ01819,840000
A1,CUZ01821,945000
A1,CUZ01824,1055000
A1,CUZ01852,855000
A1,CUZ01854,620000
A1,CUZ01857,2290000
A1,CUZ01865,3815000
A1,CUZ01866,3410000
A1,CUZ01871,155000
A1,CUZ01873,840000
A1,CUZ01892,725000
A1,CUZ01900,5375000
A1,CUZ01903,270000
A1,CUZ01910,1170000
A1,CUZ01911,1890000
A1,CUZ01930,3090000
A1,CUZ01938,570000
A1,CUZ01940,3770000
A1,CUZ01943,770000
A1,CUZ01945,3270000
A1,CUZ01949,855000
A1,CUZ01955,3510000
A1,CUZ01967,4280000
A1,CUZ01974,4380000
A1,CUZ01975,960000
A1,CUZ01976,1695000
A1,CUZ01989,600000
A1,CUZ01990,3329000
A1,CUZ01996,850000
A1,CUZ01997,910000
A1,CUZ01998,645000
A1,CUZ02007,4930000
A1,CUZ02011,575000
A1,CUZ02012,585000
A1,CUZ02025,1550000
A1,CUZ02036,960000
A1,CUZ02044,5705000
A1,CUZ02049,5020000
A1,CUZ02057,525000
A1,CUZ02076,889000
A1,CUZ02080,1085000
A1,CUZ02089,1910000
A1,CUZ02091,4390000
A1,CUZ02092,4385000
A1,CUZ02093,900000
A1,CUZ02094,490000
A1,CUZ02095,945000
A1,CUZ02101,3465000
A1,CUZ02103,3030000
A1,CUZ02105,3634000
A1,CUZ02107,815000
A1,CUZ02109,1115000
A1,CUZ02110,3848000
A1,CUZ02114,935000
A1,CUZ02115,3515000
A1,CUZ02116,5453000
A1,CUZ02118,2319000
A1,CUZ02128,3310000
A1,CUZ02130,5064000
A1,CUZ02140,2120000
A1,CUZ02152,1915000
A1,CUZ02161,990000
A1,CUZ02168,925000
A1,CUZ02173,1570000
A1,CUZ02180,1715000
A1,CUZ02183,1140000
A1,CUZ02186,4885000
A1,CUZ02189,1575000
A1,CUZ02204,4700000
A1,CUZ02210,1405000
A1,CUZ02214,1660000
A1,CUZ02216,4835000
A1,CUZ02221,3025000
A1,CUZ02224,1065000
A1,CUZ02238,320000
A1,CUZ02254,3955000
A1,CUZ02255,5025000
A1,CUZ02259,260000
A1,CUZ02270,910000
A1,CUZ02275,830000
A1,CUZ02279,430000
A1,CUZ02281,3180000
A1,CUZ02293,1305000
A1,CUZ02295,1205000
A1,CUZ02310,915000
A1,CUZ02316,1170000
A1,CUZ02317,930000
A1,CUZ02321,2215000
A1,CUZ02322,2390000
A1,CUZ02326,2655000
A1,CUZ02332,255000
A1,CUZ02335,530000
A1,CUZ02339,585000
A1,CUZ02346,1880000
A1,CUZ02356,3645000
A1,CUZ02359,1065000
A1,CUZ02365,1620000
A1,CUZ02370,1050000
A1,CUZ02383,915000
A1,CUZ02384,425000
A1,CUZ02386,1840000
A1,CUZ02398,1185000
A1,CUZ02400,1265000
A1,CUZ02403,855000
A1,CUZ02407,1165000
A1,CUZ02411,1415000
A1,CUZ02413,1604000
A1,CUZ02425,2390000
A1,CUZ02426,1325000
A1,CUZ02427,880000
A1,CUZ02428,890000
A1,CUZ02430,600000
A1,CUZ02433,650000
A1,CUZ02434,2588000
A1,CUZ02436,1835000
A1,CUZ02438,3620000
A1,CUZ02445,4350000
A1,CUZ02449,1125000
A1,CUZ02450,2960000
A1,CUZ02454,3510000
A1,CUZ02472,875000
A1,CUZ02481,764000
A1,CUZ02484,3465000
A1,CUZ02490,965000
A1,CUZ02491,965000
A1,CUZ02492,1490000
A1,CUZ02500,1290000
A1,CUZ02502,5055000
A1,CUZ02511,755000
A1,CUZ02513,940000
A1,CUZ02521,2740000
A1,CUZ02528,530000
A1,CUZ02531,2000000
A1,CUZ02533,3114000
A1,CUZ02544,1375000
A1,CUZ02545,810000
A1,CUZ02546,2635000
A1,CUZ02547,1400000
A1,CUZ02550,1350000
A1,CUZ02551,1045000
A1,CUZ02553,635000
A1,CUZ02554,2195000
A1,CUZ02556,2590000
A1,CUZ02558,3069000
A1,CUZ02560,2450000
A1,CUZ02561,3000000
A1,CUZ02565,675000
A1,CUZ02568,4210000
A1,CUZ02574,2575000
A1,CUZ02580,4760000
A1,CUZ02590,2005000
A1,CUZ02596,1290000
A1,CUZ02597,5453000
A1,CUZ02600,4244000
A1,CUZ02602,3630000
A1,CUZ02603,1810000
A1,CUZ02613,1095000
A1,CUZ02622,620000
A1,CUZ02628,1815000
A1,CUZ02635,4153000
A1,CUZ02636,970000
A1,CUZ02652,755000
A1,CUZ02653,1325000
A1,CUZ02668,3165000
A1,CUZ02674,780000
A1,CUZ02676,4225000
A1,CUZ02686,1155000
A1,CUZ02691,1460000
A1,CUZ02693,855000
A1,CUZ02694,730000
A1,CUZ02695,890000
A1,CUZ02702,2440000
A1,CUZ02703,910000
A1,CUZ02706,1785000
A1,CUZ02711,975000
A1,CUZ02714,320000
A1,CUZ02717,2280000
A1,CUZ02719,1505000
A1,CUZ02722,1095000
A1,CUZ02733,2465000
A1,CUZ02739,3180000
A1,CUZ02741,4570000
A1,CUZ02748,1235000
A1,CUZ02755,1270000
A1,CUZ02757,1530000
A1,CUZ02760,1525000
A1,CUZ02761,330000
A1,CUZ02770,1415000
A1,CUZ02777,1710000
A1,CUZ02780,2085000
A1,CUZ02785,1285000
A1,CUZ02796,2410000
A1,CUZ02799,1405000
A1,CUZ02800,985000
A1,CUZ02809,855000
A1,CUZ02814,1875000
A1,CUZ02816,1060000
A1,CUZ02817,1455000
A1,CUZ02829,2535000
A1,CUZ02841,570000
A1,CUZ02845,510000
A1,CUZ02847,2450000
A1,CUZ02854,1060000
A1,CUZ02860,2180000
A1,CUZ02865,2250000
A1,CUZ02866,2825000
A1,CUZ02871,2784000
A1,CUZ02891,1104000
A1,CUZ02895,1239000
A1,CUZ02905,1430000
A1,CUZ02906,650000
A1,CUZ02918,945000
A1,CUZ02929,575000
A1,CUZ02935,585000
A1,CUZ02936,1459000
A1,CUZ02938,2475000
A1,CUZ02943,1394000
A1,CUZ02955,1130000
A1,CUZ02968,2875000
A1,CUZ02970,3200000
A1,CUZ02972,1035000
A1,CUZ02979,2360000
A1,CUZ02987,55000
A1,CUZ03000,680000
A1,CUZ03003,2850000
A1,CUZ03004,1205000
A1,CUZ03012,55000
A1,CUZ03015,1449000
A1,CUZ03017,1749000
A1,CUZ03029,1705000
A1,CUZ03036,4515000
A1,CUZ03038,1490000
A1,CUZ03039,1045000
A1,CUZ03045,1010000
A1,CUZ03046,1425000
A1,CUZ03048,955000
A1,CUZ03053,655000
A1,CUZ03061,1670000
A1,CUZ03064,1235000
A1,CUZ03070,1270000
A1,CUZ03076,2970000
A1,CUZ03078,565000
A1,CUZ03091,1015000
A1,CUZ03101,1275000
A1,CUZ03111,775000
A1,CUZ03113,800000
A1,CUZ03127,3925000
A1,CUZ03129,835000
A1,CUZ03138,3860000
A1,CUZ03143,35000
A1,CUZ03150,1245000
A1,CUZ03164,1030000
A1,CUZ03166,665000
A1,CUZ03174,1300000
A1,CUZ03175,1260000
A1,CUZ03177,1724000
A1,CUZ03179,1155000
A1,CUZ03185,1600000
A1,CUZ03194,1275000
A1,CUZ03198,600000
A1,CUZ03199,235000
A1,CUZ03206,979000
A1,CUZ03216,625000
A1,CUZ03220,2825000
A1,CUZ03222,2350000
A1,CUZ03224,1505000
A1,CUZ03225,2110000
A1,CUZ03228,575000
A1,CUZ03230,2025000
A1,CUZ03231,1385000
A1,CUZ03233,1045000
A1,CUZ03239,2640000
A1,CUZ03241,795000
A1,CUZ03243,615000
A1,CUZ03248,2850000
A1,CUZ03251,795000
A1,CUZ03252,1219000
A1,CUZ03258,555000
A1,CUZ03267,595000
A1,CUZ03271,1285000
A1,CUZ03277,465000
A1,CUZ03283,1315000
A1,CUZ03290,1540000
A1,CUZ03291,605000
A1,CUZ03297,1090000
A1,CUZ03299,1069000
A1,CUZ03302,1360000
A1,CUZ03308,2120000
A1,CUZ03309,925000
A1,CUZ03314,765000
A1,CUZ03322,1509000
A1,CUZ03328,2225000
A1,CUZ03337,2330000
A1,CUZ03340,1985000
A1,CUZ03342,960000
A1,CUZ03353,1175000
A1,CUZ03354,1155000
A1,CUZ03360,1440000
A1,CUZ03370,1035000
A1,CUZ03371,1755000
A1,CUZ03374,1140000
A1,CUZ03380,2150000
A1,CUZ03382,705000
A1,CUZ03383,1790000
A1,CUZ03394,2155000
A1,CUZ03399,675000
A1,CUZ03400,1165000
A1,CUZ03402,1220000
A1,CUZ03403,1505000
A1,CUZ03415,2140000
A1,CUZ03420,1255000
A1,CUZ03424,800000
A1,CUZ03426,2075000
A1,CUZ03430,1455000
A1,CUZ03432,2325000
A1,CUZ03438,1505000
A1,CUZ03442,965000
A1,CUZ03444,1520000
A1,CUZ03453,1185000
A1,CUZ03458,1310000
A1,CUZ03465,355000
A1,CUZ03473,2050000
A1,CUZ03481,1090000
A1,CUZ03483,730000
A1,CUZ03486,1180000
A1,CUZ03489,1335000
A1,CUZ03493,1820000
A1,CUZ03502,2565000
A1,CUZ03503,1530000
A1,CUZ03505,915000
A1,CUZ03509,1314000
A1,CUZ03519,690000
A1,CUZ03524,1170000
A1,CUZ03529,1550000
A1,CUZ03538,1300000
A1,CUZ03549,645000
A1,CUZ03552,1220000
A1,CUZ03576,840000
A1,CUZ03580,1605000
A1,CUZ03594,1405000
A1,CUZ03609,1065000
A1,CUZ03610,410000
A1,CUZ03612,1070000
A1,CUZ03630,1244000
A1,CUZ03633,1100000
A1,CUZ03640,1595000
A1,CUZ03649,1135000
A1,CUZ03655,1370000
A1,CUZ03662,2269000
A1,CUZ03684,1420000
A1,CUZ03685,630000
A1,CUZ03693,1295000
A1,CUZ03694,1505000
A1,CUZ03705,1595000
A1,CUZ03713,605000
A1,CUZ03714,945000
A1,CUZ03719,1565000
A1,CUZ03748,1665000
A1,CUZ03749,1350000
A1,CUZ03758,1530000
A1,CUZ03762,865000
A1,CUZ03771,570000
A1,CUZ03773,1045000
A1,CUZ03780,790000
A1,CUZ03783,1410000
A1,CUZ03789,650000
A1,CUZ03794,1070000
A1,CUZ03804,1040000
A1,CUZ03814,1445000
A1,CUZ03827,1275000
A1,CUZ03830,910000
A1,CUZ03832,990000
A1,CUZ03833,1310000
A1,CUZ03836,1719000
A1,CUZ03843,845000
A1,CUZ03860,1519000
A1,CUZ03877,1360000
A1,CUZ03882,755000
A1,CUZ03884,1695000
A1,CUZ03890,1785000
A1,CUZ03901,1210000
A1,CUZ03938,1385000
A1,CUZ03940,1825000
A2,CUZ00029,859000
A2,CUZ00035,2114000
A2,CUZ00043,895000
A2,CUZ00047,275000
A2,CUZ00070,1960000
A2,CUZ00076,1610000
A2,CUZ00079,1605000
A2,CUZ00096,1050000
A2,CUZ00099,1640000
A2,CUZ00103,810000
A2,CUZ00130,1314000
A2,CUZ00133,1055000
A2,CUZ00135,1140000
A2,CUZ00143,565000
A2,CUZ00148,785000
A2,CUZ00151,630000
A2,CUZ00159,990000
A2,CUZ00161,1415000
A2,CUZ00173,765000
A2,CUZ00176,320000
A2,CUZ00185,1739000
A2,CUZ00193,1415000
A2,CUZ00199,1169000
A2,CUZ00214,1185000
A2,CUZ00217,1223000
A2,CUZ00222,1260000
A2,CUZ00240,2538000
A2,CUZ00252,894000
A2,CUZ00254,935000
A2,CUZ00255,3519000
A2,CUZ00271,1035000
A2,CUZ00272,885000
A2,CUZ00280,850000
A2,CUZ00282,390000
A2,CUZ00289,1130000
A2,CUZ00290,1069000
A2,CUZ00319,1115000
A2,CUZ00320,700000
A2,CUZ00321,460000
A2,CUZ00326,994000
A2,CUZ00327,1025000
A2,CUZ00335,1194000
A2,CUZ00336,695000
A2,CUZ00349,1199000
A2,CUZ00350,450000
A2,CUZ00353,860000
A2,CUZ00360,680000
A2,CUZ00363,1060000
A2,CUZ00369,160000
A2,CUZ00379,1060000
A2,CUZ00380,660000
A2,CUZ00405,350000
A2,CUZ00421,1410000
A2,CUZ00435,745000
A2,CUZ00443,989000
A2,CUZ00455,225000
A2,CUZ00463,850000
A2,CUZ00467,870000
A2,CUZ00474,2724000
A2,CUZ00476,1208000
A2,CUZ00482,805000
A2,CUZ00495,620000
A2,CUZ00498,824000
A2,CUZ00522,715000
A2,CUZ00529,675000
A2,CUZ00536,720000
A2,CUZ00537,800000
A2,CUZ00558,3179000
A2,CUZ00560,750000
A2,CUZ00564,534000
A2,CUZ00567,795000
A2,CUZ00570,2860000
A2,CUZ00582,700000
A2,CUZ00595,2194000
A2,CUZ00597,140000
A2,CUZ00603,1299000
A2,CUZ00605,450000
A2,CUZ00606,530000
A2,CUZ00616,620000
A2,CUZ00620,719000
A2,CUZ00631,620000
A2,CUZ00651,385000
A2,CUZ00654,845000
A2,CUZ00663,765000
A2,CUZ00674,2327000
A2,CUZ00703,630000
A2,CUZ00731,590000
A2,CUZ00759,605000
A2,CUZ00760,4059000
A2,CUZ00761,1190000
A2,CUZ00771,449000
A2,CUZ00786,330000
A2,CUZ00793,1939000
A2,CUZ00798,485000
A2,CUZ00803,475000
A2,CUZ00811,495000
A2,CUZ00815,670000
A2,CUZ00818,809000
A2,CUZ00822,1420000
A2,CUZ00827,730000
A2,CUZ00834,1460000
A2,CUZ00837,595000
A2,CUZ00840,775000
A2,CUZ00854,1098000
A2,CUZ00862,904000
A2,CUZ00871,730000
A2,CUZ00880,1760000
A2,CUZ00889,660000
A2,CUZ00903,440000
A2,CUZ00927,480000
A2,CUZ00941,2180000
A2,CUZ00952,545000
A2,CUZ00953,430000
A2,CUZ00969,1739000
A2,CUZ00986,1324000
A2,CUZ00988,994000
A2,CUZ01000,530000
A2,CUZ01001,570000
A2,CUZ01002,930000
A2,CUZ01004,355000
A2,CUZ01012,905000
A2,CUZ01022,1360000
A2,CUZ01039,1138000
A2,CUZ01058,560000
A2,CUZ01078,650000
A2,CUZ01080,330000
A2,CUZ01082,804000
